area,rooms,floor,year_of_construction,price
52,1,3,1972,98631
99,4,4,1961,320419
88,3,7,1972,219017
106,5,9,1984,280747
91,4,9,1981,225235
106,5,9,1977,245965
102,5,10,2010,238541
117,4,5,1964,336552
80,4,4,1959,268482
114,5,5,1958,356459
82,3,10,1956,199126
119,4,9,1992,254097
117,5,7,1994,295365
90,3,2,1982,186495
97,3,8,2013,199230
94,3,6,1960,224978
107,5,4,1957,367080
71,2,9,1995,123719
85,3,5,1997,143212
108,4,10,1998,248093
111,5,4,2001,222016
81,4,8,1975,193838
109,4,8,1980,199182
67,3,4,2007,148094
111,5,6,2010,232469
59,2,10,1979,122257
50,2,3,1957,101196
114,4,1,1980,182273
65,3,7,1961,142554
102,5,6,1950,324178
113,4,1,1959,336512
57,1,6,2015,107064
110,5,9,2015,290065
56,2,3,1963,137458
73,2,4,2010,146061
101,4,4,1955,260068
61,3,2,1951,176545
93,4,10,1964,263707
75,2,2,1959,144193
111,5,1,1965,315630
107,4,3,1953,348299
109,4,4,2006,279837
88,4,6,1971,220706
51,1,2,2014,80085
112,4,4,1985,287007
101,4,3,1971,228362
83,3,7,1989,185832
98,4,7,1980,239915
69,3,2,2008,122738
109,5,4,1986,263269
81,3,3,2002,135618
101,5,7,1957,356097
56,2,2,1976,87213
99,3,2,1997,204505
101,4,4,2018,197306
79,2,1,1984,114183
66,3,3,2017,111118
82,4,1,1972,169192
84,3,8,1967,193715
96,3,6,1961,234318
75,3,8,1959,171723
88,3,6,2007,188753
105,4,1,2014,164882
70,2,3,1979,116286
62,3,2,2022,110415
90,3,2,2002,162148
83,3,10,2014,158577
53,1,2,1986,80730
100,4,8,1997,238811
66,3,7,2007,117295
70,2,6,1976,108948
104,5,9,1981,230258
111,4,8,1976,274280
103,4,2,1951,298650
92,4,4,1965,212262
89,3,8,2021,177690
76,3,4,1965,198543
89,3,10,1995,208813
100,5,9,1964,243671
70,2,7,2021,131209
109,4,8,1970,280763
87,4,8,1960,251546
86,3,7,2019,155381
66,3,9,2009,140306
76,3,4,1978,166374
75,2,6,1985,154926
94,4,2,2017,238263
88,4,7,1992,162878
119,4,2,1952,344110
117,4,8,2015,206608
81,3,7,1998,148476
74,3,10,1966,192427
88,4,4,2015,222717
106,5,10,2010,250167
76,3,6,1963,211536
84,4,6,1997,160372
93,3,10,1980,218568
100,5,4,2021,237143
97,3,10,2017,176975
73,2,5,1953,190688
97,4,7,1983,202659
114,5,1,1956,394123
93,4,4,2000,181668
69,3,8,2011,118328
120,4,9,1999,217889
79,3,3,2001,172644
70,3,5,1971,165892
62,3,8,1966,121947
64,2,9,2021,103737
55,1,7,1980,106676
76,2,2,1981,126484
116,4,5,1994,209354
73,2,6,1977,127189
88,4,2,1964,265967
93,4,5,1952,305886
78,3,7,1982,132652
113,5,8,1971,306404
69,3,10,1967,186488
111,5,1,1982,200819
87,4,1,1993,183916
81,3,8,2014,153619
113,4,2,1995,214786
95,4,5,1959,290886
86,4,2,2001,171078
75,2,3,2018,122057
100,4,1,2009,171113
65,2,5,2014,128891
50,1,7,1967,114473
61,2,2,2015,102812
111,4,7,2022,264861
82,3,5,1978,160161
52,1,6,2011,77283
69,3,9,1994,114601
97,4,8,2002,206315
99,4,1,2019,178998
71,2,8,2022,136462
107,5,10,1961,333292
66,2,9,1976,96127
92,3,3,2003,148224
108,4,10,1999,224954
55,1,8,1991,88936
53,2,9,1959,107390
55,2,8,1997,91858
63,3,6,1950,153871
117,4,8,1985,207689
106,4,3,2003,188034
109,4,6,1981,272427
113,4,4,2003,208403
80,3,9,1981,161647
100,5,10,1975,211338
82,3,8,1990,147459
111,4,9,1966,299917
100,5,9,1983,201349
77,2,9,1993,159085
75,3,10,2022,145895
74,3,4,2018,139090
76,3,1,1979,135696
75,3,1,2002,136910
53,1,10,1960,123185
90,3,1,1992,148494
69,2,9,1984,139318
73,2,2,1985,114550
117,5,1,1977,216919
71,3,5,1962,206840
54,2,5,2015,87679
100,5,7,2004,245375
56,1,6,2010,91550
52,2,10,2017,112465
88,4,8,1980,182056
99,4,1,1956,254078
62,3,2,2019,130465
89,4,10,1996,159730
61,3,9,2012,131195
86,4,6,2015,172099
88,4,7,1986,164412
89,3,5,1981,152034
92,4,2,1996,191734
107,5,3,2016,212910
64,3,3,1988,130153
71,2,8,1965,166552
107,5,9,1952,357785
112,4,8,2011,280800
84,4,5,1970,230332
85,3,3,1991,180761
51,1,5,1959,90814
72,3,8,1991,119852
69,2,10,1995,143310
110,5,6,1986,215788
64,3,7,2007,115530
91,3,1,1953,269603
84,4,7,1976,199691
81,4,5,1982,163162
69,2,10,1954,159672
93,3,2,1965,179843
106,5,9,1964,326950
115,4,10,1996,222629
54,2,1,2006,100813
83,3,7,1974,139651
108,5,1,1981,222762
103,5,9,1977,271743
56,2,1,2015,83890
64,3,7,2011,138006
56,1,1,1957,131835
50,1,4,1993,96094
106,4,4,1980,225723
69,2,4,1952,146982
111,4,4,1991,256735
59,1,10,1960,139358
119,5,10,1983,299815
120,5,4,2003,279317
74,3,1,1995,117736
79,3,7,1953,195715
94,3,5,2000,166423
107,4,7,2010,202301
103,4,10,1995,193255
115,5,2,1970,326365
117,5,1,1959,261056
61,2,4,2001,101902
65,3,7,1980,119420
113,5,7,1980,247934
111,4,8,1987,258189
104,5,7,1979,232184
104,4,9,1999,208885
91,3,5,1973,213699
87,4,1,1954,245288
65,2,3,1991,122220
79,3,8,1985,129594
90,3,8,1977,193709
95,4,1,1968,176756
120,4,1,1970,229671
63,2,6,1970,122093
80,4,1,1977,131473
77,2,1,1976,121579
63,3,3,2012,102800
102,4,7,1965,221131
78,2,8,2003,159114
101,4,7,2001,188344
110,4,9,1992,228825
80,4,5,1961,253190
81,4,7,1986,208294
100,5,5,1977,225116
88,3,6,2007,200999
106,4,5,1987,219203
79,2,2,1985,137635
76,2,3,1966,167468
107,4,2,1996,188639
71,2,2,2010,148291
73,2,4,1978,127344
113,5,10,1998,291552
78,3,6,2013,152118
93,4,7,1976,161378
96,4,7,1984,184675
101,4,7,1981,203297
103,4,10,1990,219913
53,2,8,1959,118090
114,4,1,2000,228075
103,5,5,1991,228398
108,4,9,1975,219843
98,3,1,1990,146214
68,3,6,2008,113343
120,5,7,1959,325916
84,3,9,1989,181238
87,4,8,1971,177119
67,2,3,2016,141964
75,3,10,1982,122880
51,2,9,2018,80735
112,4,5,1977,258779
81,4,1,1956,184544
81,4,6,1986,157882
56,1,1,2003,89725
60,3,6,1971,132433
66,3,10,1993,145123
105,4,5,1958,248824
117,4,10,1951,314564
51,1,5,1953,129209
104,4,3,1977,211700
116,4,3,1988,210891
112,4,2,1991,267764
97,3,1,1992,164938
108,4,8,1999,193531
59,1,1,1977,76179
102,4,7,2020,218669
107,5,9,1950,332028
75,3,10,1984,130331
105,5,5,1955,301457
78,2,4,1984,129651
97,3,4,2000,156768
102,4,8,1991,213787
50,2,8,2016,98651
65,3,3,1980,104705
51,2,9,2006,86885
90,4,10,1973,166030
87,3,9,2015,165224
99,4,8,2013,225771
89,3,6,1999,189771
119,4,6,1968,237975
100,4,10,1975,245352
117,5,2,2014,262043
82,4,5,1950,263090
55,1,4,1968,87632
74,2,3,1979,151317
102,5,5,1979,240525
97,3,3,1950,262193
54,1,8,2012,81986
99,3,9,1978,213740
61,3,3,1954,169109
101,5,4,1954,280753
69,2,2,2003,131829
82,3,8,1991,185920
88,3,6,2022,190662
99,4,3,2013,173890
74,3,10,2009,128161
67,3,9,2006,114298
76,3,5,1968,153956
75,3,9,1975,147737
85,3,7,1966,162984
91,3,10,1952,255067
78,2,1,1981,110383
51,1,8,2021,95810
52,2,3,1965,97783
113,4,10,1988,272619
86,4,9,1957,288342
103,4,7,2021,220280
76,2,6,1953,188352
113,5,10,1964,344226
68,3,10,1979,144510
74,3,1,1989,121963
78,2,8,1981,132264
94,4,3,1976,202245
98,4,10,2011,178173
76,3,9,1957,171536
70,2,2,1951,180629
58,1,5,2020,95283
93,4,10,2008,231089
71,2,4,2013,137141
117,5,9,1982,236003
76,3,6,2013,180105
87,4,7,1970,240907
75,2,3,1952,225815
110,5,10,1982,232915
75,2,4,1958,173302
85,3,8,1988,162138
82,3,7,1998,190404
60,2,3,1959,131478
53,1,8,1986,77177
120,5,10,2006,282349
116,5,4,1974,266747
66,3,10,2000,147321
59,2,5,2008,97765
79,3,1,1991,135650
99,4,7,2011,222014
107,5,10,1957,270822
87,3,7,1983,176220
115,4,9,1953,329902
101,5,2,1990,191173
116,4,6,1964,330743
52,2,9,1998,109143
64,3,2,1978,135897
64,3,4,1964,178246
118,4,3,1991,282832
110,5,3,1953,373107
104,4,9,1965,304625
116,5,7,1953,343500
103,5,8,1964,255773
55,2,3,2008,101480
116,4,8,1981,295501
60,2,6,1958,143851
108,5,4,1989,234912
80,3,9,1981,128647
98,4,4,1960,231072
58,1,9,2021,113519
64,3,9,2003,146773
68,2,9,1950,176867
107,5,8,2007,211147
55,2,6,1998,106983
61,2,8,1956,141036
52,1,1,1969,97739
89,4,2,2014,226516
66,2,8,1981,127900
90,4,5,2017,223293
62,3,6,1955,144981
53,2,9,2002,89047
99,3,2,1963,208593
84,4,2,1983,151415
54,1,1,1988,87043
84,3,10,1962,203134
51,2,3,1974,96794
105,5,4,1960,309589
113,5,6,2004,307418
80,4,5,2003,138598
65,2,1,2012,115505
101,4,6,1964,276835
75,2,6,2006,110891
50,1,9,1964,91259
89,4,2,2006,184624
82,3,3,2011,157022
109,4,7,1996,264934
71,2,2,1978,129324
119,4,2,1963,354075
112,5,1,1974,249808
97,4,10,1990,190677
65,3,4,1977,148260
103,4,3,1969,209100
68,2,9,1990,107428
115,4,8,1975,206336
80,3,4,1963,180261
92,3,3,1995,204747
54,2,1,2012,97568
79,2,8,1982,143385
83,4,4,2000,146305
67,3,4,1971,171906
77,2,4,2016,141978
71,2,5,2006,143201
89,3,3,2014,179843
84,3,7,1997,151989
63,3,7,1950,196341
110,5,7,1997,280899
77,3,4,1996,130988
82,4,8,1995,173891
54,2,4,1988,92614
107,5,4,1954,410769
96,4,6,1963,269611
120,5,2,1986,320991
81,3,2,2005,156128
93,3,6,2002,219928
108,5,4,2002,215973
112,5,3,2001,300987
81,3,8,2018,172731
90,3,1,1983,175512
110,4,1,1977,206140
55,1,7,1975,84000
70,2,5,1979,102288
73,2,3,2014,124523
117,5,2,1955,336856
67,2,10,1968,115611
101,5,5,2004,244458
83,4,9,1954,279311
109,4,10,2018,247120
114,4,9,1997,224121
95,4,1,1979,218577
100,4,6,1995,227844
72,2,10,1978,107716
58,2,8,1958,143201
89,3,4,1982,173481
114,4,8,1981,241101
56,1,6,1965,112695
119,4,2,2011,303292
96,4,4,2022,211879
90,4,7,1960,275482
88,4,8,1963,227834
106,4,4,1994,197611
89,3,2,1986,164563
115,5,7,1994,305219
73,2,1,1966,144914
90,4,4,2004,171078
106,4,10,1976,202003
67,3,10,2014,119537
100,5,4,1993,200496
75,2,9,2000,117431
58,2,3,1955,155560
112,4,2,2003,196778
79,3,6,1975,170688
114,5,5,1959,385333
79,3,8,1962,175895
113,5,9,1957,391019
67,3,3,1950,225056
74,3,8,1969,152899
93,4,1,2000,196966
112,5,9,1997,304829
51,1,9,2004,84886
90,4,1,1989,142911
113,5,2,1962,375824
55,2,3,2012,116204
51,1,3,1979,85175
73,2,4,1977,111627
93,4,1,1972,162463
61,3,8,2001,125308
80,4,9,1977,163175
110,5,5,1986,275231
67,2,1,1965,141180
114,5,10,2020,313864
63,2,7,2000,102115
51,1,7,1972,72039
53,1,1,1966,103205
53,2,8,1987,111129
119,4,10,1972,219815
64,3,8,1962,153714
114,5,9,2016,238581
103,5,10,1960,275098
61,2,6,2007,119629
83,4,10,2001,211450
83,3,6,2020,181186
112,4,8,2009,246051
58,1,3,2020,95431
106,5,8,1993,234058
56,2,7,1982,120127
112,5,10,1995,255166
116,4,9,2009,234548
120,5,7,2002,227108
62,3,2,1957,187752
85,4,4,2010,183924
71,2,9,2011,143237
53,1,3,1983,76765
53,2,6,1956,138649
65,3,2,1978,146611
94,4,6,2006,207087
75,3,5,1993,131600
101,5,5,1969,295725
64,2,6,2021,138618
87,4,5,1954,289725
118,4,3,1989,235033
89,4,7,1962,227950
116,4,3,2015,282869
71,3,5,1992,137639
114,5,2,1968,311060
67,2,2,1951,201660
68,3,9,1992,141374
91,3,4,1981,215179
113,5,9,1972,264896
60,2,4,2012,121349
101,4,9,1996,246725
87,4,5,2003,151107
99,3,9,2004,160931
94,4,1,1994,203919
79,3,9,1982,163703
111,4,8,2016,251900
72,3,1,1998,129369
53,2,8,2014,97277
85,3,5,2000,136523
94,3,5,1952,307837
115,4,9,1966,261108
82,3,1,2001,120304
78,3,6,2019,137169
67,3,1,2001,128121
111,4,1,1987,255666
100,5,2,1985,272800
112,5,2,2012,262663
111,4,3,1996,265174
120,4,7,1983,232253
115,5,7,1956,377130
89,3,10,1989,210741
90,3,5,1951,304809
118,4,7,2013,228360
59,2,10,1993,117812
102,5,3,1984,241860
58,1,8,1958,108801
52,2,5,2010,93952
114,4,6,2011,248313
58,1,10,2020,98012
62,3,9,2013,138349
89,4,10,1991,198098
88,3,4,2006,171629
80,3,7,2016,185548
69,2,8,1960,170869
81,3,10,1977,186594
52,1,5,2018,97033
105,5,6,2022,238232
95,3,9,1995,188922
64,3,8,1954,196021
120,5,6,1971,350020
50,1,8,1985,85069
76,3,9,2003,162831
76,3,2,1989,157030
100,5,1,1955,289558
71,3,9,1983,129685
60,2,6,1953,134985
86,4,8,1953,256200
71,2,10,1957,187110
51,2,10,2015,94784
92,4,2,2007,173814
80,3,5,1956,222710
83,3,10,1966,220779
89,4,8,1985,212276
62,2,9,2012,106064
63,2,2,1956,170202
120,4,7,1963,271498
60,2,3,1954,169374
74,2,5,1970,146776
97,3,1,2020,199513
72,3,2,1980,154093
103,4,6,1983,212089
93,3,5,2010,205464
72,3,10,2009,153248
115,5,6,1962,274160
114,5,4,2015,261477
64,3,1,1984,127784
110,5,8,1996,277274
109,4,4,1992,256050
54,2,8,1978,95257
89,3,2,1986,164577
75,3,10,1961,172330
108,4,7,1955,381817
79,2,5,1965,141014
59,2,6,2008,95097
87,3,8,1996,156598
82,4,9,2016,199146
58,1,2,1987,87453
52,1,4,1957,116119
108,5,10,1969,306675
115,4,5,1964,246590
95,4,3,2018,188939
68,3,1,1952,195940
51,2,8,2021,82841
80,3,4,2008,163073
115,5,4,1973,263887
75,2,1,1999,135059
92,3,3,2015,212420
99,3,8,1953,271247
106,4,7,1997,195373
50,1,1,2005,81829
81,3,10,2006,150933
115,5,10,1982,242196
54,1,8,1974,101477
51,1,3,1967,83816
93,4,10,1957,303349
57,2,4,1968,118107
59,2,6,1992,113090
72,2,7,1964,154565
72,2,4,2019,114203
73,2,8,1963,148579
56,2,3,1977,85210
110,5,9,1958,334580
110,5,10,2022,238755
104,5,6,2015,193317
110,4,9,1994,271556
113,5,3,1979,261540
64,3,9,1965,159340
100,5,2,1994,185110
83,4,4,2010,204532
120,4,7,1976,281994
116,5,10,2018,255082
113,5,9,1978,286130
109,4,8,2008,199049
50,1,5,1984,84034
76,3,3,1950,193638
85,4,4,1991,208945
70,3,3,2011,117311
91,4,2,1990,229869
106,5,5,2005,241251
114,5,8,1974,256252
115,5,6,1985,233920
61,2,4,1963,154768
75,3,1,1963,194768
69,2,10,1993,145949
92,3,4,2001,198464
93,3,1,2016,177659
118,5,3,1997,262937
60,3,5,1966,118888
120,5,5,1960,318241
89,4,4,1997,160434
68,3,1,1984,139441
63,3,3,1982,145163
115,5,7,1959,307947
107,5,10,2013,249425
102,4,6,1950,327860
87,3,10,2008,158077
95,4,6,1982,189956
92,3,10,2014,181305
74,2,2,1954,191318
63,3,6,1992,132478
118,5,10,1986,285606
52,2,4,1998,95172
90,3,9,2022,197714
78,3,3,1975,125046
101,4,2,1992,258718
72,2,6,1972,148335
78,2,9,1992,127349
54,2,9,1972,109701
62,2,9,1950,182521
69,3,7,1958,193568
88,3,9,1950,285497
84,3,5,2003,189880
59,1,10,2013,82632
62,2,6,1957,176950
97,4,5,1989,246412
97,4,6,1958,317142
52,2,8,1963,124286
105,5,6,1956,361097
64,3,6,1985,147614
111,4,2,1972,263680
94,4,7,1995,238682
98,4,2,1965,240233
112,4,5,1958,351659
68,3,2,1987,152700
73,3,4,1990,129305
110,5,4,1978,218542
109,5,7,2011,299156
86,4,9,1977,215562
89,3,3,1963,259789
110,4,2,2009,227566
56,2,8,1990,119668
52,2,3,2019,100282
101,4,5,1977,196692
50,2,2,1991,83429
74,2,10,1992,111572
56,2,4,1966,131868
89,3,1,1994,188161
83,4,8,2006,204158
56,2,6,1992,103813
112,5,1,1995,242886
95,4,1,2019,211155
117,5,9,2013,283688
84,4,6,1995,169820
111,5,1,1982,247485
64,2,2,1975,107943
107,5,6,2002,281798
101,5,8,2005,266186
105,4,8,1957,337065
101,5,2,2019,235022
105,4,9,1970,283464
86,3,3,2007,147635
57,2,5,2017,100411
91,4,5,1992,213269
108,4,5,1989,265043
107,5,3,1978,211664
55,2,1,1970,97889
72,3,6,1993,163732
113,4,1,1972,211481
96,4,7,1971,214986
96,3,5,1988,154150
88,4,3,1951,295363
51,1,1,2013,61257
92,4,5,1999,209516
115,4,9,1984,232013
51,1,8,2012,83919
95,4,7,1990,209641
92,3,9,1959,195434
110,5,2,1982,258123
66,2,1,1971,138482
53,1,4,1983,93792
71,2,2,2002,143976
84,3,2,2013,151662
57,2,10,1983,120296
50,1,8,2012,88303
110,4,5,1959,268243
88,4,2,1992,195774
96,4,10,1976,177224
62,2,2,1979,114899
72,3,5,1972,162841
75,3,8,1963,191886
118,4,1,1999,221960
83,4,4,1958,256662
80,3,9,1974,167705
100,4,2,1965,228075
110,4,3,1958,285866
55,2,9,2007,91321
64,3,4,1976,130930
56,2,4,1997,87016
58,1,8,2014,97572
102,5,1,1971,238045
88,4,6,1971,195403
104,5,6,1958,365865
91,3,10,2003,193340
62,3,7,1964,166015
94,3,10,2004,209538
50,2,4,1979,101458
67,2,3,1977,113778
82,4,1,1951,216388
62,2,5,2018,114538
55,1,10,1967,98390
61,3,7,1971,124523
120,5,1,2012,287149
97,3,6,1951,235581
94,4,5,1969,219395
57,1,8,1952,151907
115,4,6,1970,233759
70,3,8,1971,163672
72,3,3,1965,141804
55,2,1,1974,91096
118,4,8,2015,252156
115,4,4,1992,254924
79,2,2,1967,138611
51,2,6,1954,128908
87,3,4,2016,155432
116,4,4,1965,252821
107,4,8,2009,202536
55,2,2,1997,109434
112,4,6,1981,226477
87,4,10,2011,205001
62,2,9,1961,132406
102,4,2,1989,254386
81,3,5,2002,189204
57,1,1,1978,88913
66,2,9,1970,150812
85,3,6,2005,182703
71,2,7,2015,153831
120,5,8,1985,228328
60,3,8,1951,170787
91,4,4,2002,187989
79,3,2,1987,174861
114,4,3,1970,318825
67,2,8,1953,158886
88,3,2,1957,205105
105,4,9,2005,208532
104,4,9,2016,266265
69,2,5,1995,141178
119,4,7,1987,213926
82,3,9,2008,172413
119,5,8,2002,314901
55,1,10,2015,96142
60,2,1,1950,144241
50,2,9,1960,116001
85,4,1,1965,185257
85,4,7,1951,295324
56,1,3,2007,76063
56,1,9,2008,107468
87,3,7,1993,182366
83,3,5,1981,196487
76,2,2,1985,158582
74,2,4,2014,121476
85,3,3,1961,246197
114,4,10,2015,225696
96,3,9,2009,216114
93,4,2,1997,205946
54,1,2,1960,99487
95,4,1,1998,220736
120,5,2,1996,329960
60,3,5,1991,129388
71,3,8,1967,155092
119,5,2,2007,267013
71,3,2,2001,129321
91,3,6,1997,164235
75,3,7,1994,160772
100,4,7,2019,239039
103,5,5,1958,375380
97,3,5,2018,219506
89,4,3,2005,170474
104,4,7,2015,216369
85,3,2,2010,153779
113,5,3,1956,407630
66,2,6,2008,118298
112,4,10,1976,249112
66,3,10,1981,111145
72,2,3,1996,137206
80,3,8,2014,134023
61,3,8,1981,126120
95,4,9,1971,177183
87,3,4,1979,161637
53,2,9,1951,120832
76,2,3,2020,136346
107,4,4,1969,208814
116,4,9,1990,276571
85,4,2,2019,159770
111,4,10,1969,299017
58,1,1,2002,73807
97,3,6,1998,217969
60,3,2,1981,127596
54,1,1,2006,89024
82,3,2,1965,186417
98,3,7,1970,204813
93,4,8,1954,332841
98,4,9,2022,170948
120,4,3,2006,230665
56,1,5,1970,102499
65,3,3,1980,152676
109,5,1,1958,261405
52,1,5,2013,73977
88,4,4,1985,169262
97,3,3,1960,264216
63,2,4,1971,126616
89,4,10,2016,224164
93,4,3,1965,263845
58,1,7,2010,111244
101,4,10,1964,268946
75,3,2,1999,150077
71,3,4,1989,112602
92,4,8,1983,198657
105,5,9,1986,275344
117,5,8,1955,360867
65,3,5,1993,149086
118,4,2,1956,368284
62,2,6,1978,112954
63,3,8,1983,126849
56,2,10,2020,98574
119,5,2,2022,243244
67,3,6,1969,126097
111,5,2,1967,342736
62,3,3,1983,113214
94,3,5,1981,210646
104,5,1,1988,240453
50,2,6,2005,93698
84,3,10,1958,228287
58,2,1,2022,111219
81,3,9,2007,154102
54,2,10,1960,110515
76,2,1,2017,138407
69,3,1,1989,102669
87,3,7,2013,156013
116,5,2,1958,427437
58,1,5,1967,132072
70,3,10,1984,128695
78,2,10,1990,119571
72,2,3,2016,152276
61,3,6,2011,104273
61,2,6,2008,97076
106,5,10,1987,228433
61,2,5,1987,88582
107,4,7,1967,218701
59,1,8,1951,168924
95,4,10,2002,189968
63,2,8,1977,106814
79,2,9,1972,151283
116,4,4,1963,260871
88,3,9,2005,158783
83,3,3,2018,147086
89,3,6,2006,210407
82,4,7,1955,211000
54,2,2,2012,104108
93,4,7,1995,185096
50,2,10,2000,93575
93,3,8,2011,156200
59,1,10,2019,99223
82,3,4,1995,161623
59,2,9,1979,86630
102,5,2,1969,230259
116,4,4,1982,236787
100,4,8,1988,207785
84,3,3,2010,183562
104,5,9,1995,230215
105,4,6,2009,237569
103,4,9,1961,333249
65,3,9,1970,169233
103,5,9,1995,211057
120,4,3,1975,240530
109,5,9,1973,263710
85,3,4,1976,143450
61,2,1,1961,117139
50,1,6,1972,79367
57,1,9,2022,108707
72,3,1,2003,126843
107,4,7,1988,217006
62,3,5,1955,203124
115,4,3,2004,290767
103,4,6,2020,197588
98,3,3,2006,167440
84,3,7,1962,229002
68,2,4,2022,116167
58,2,5,1963,119733
68,2,4,1962,171519
95,3,4,1998,153692
120,5,8,2003,269551
54,2,10,1950,138174
70,3,3,1979,153772
94,3,7,2000,155294
61,3,4,1953,184970
96,3,2,2004,198211
54,2,5,1984,113426
61,2,9,2009,109852
83,3,6,1980,182520
64,3,10,2015,137001
83,3,6,1979,150456
59,2,4,1964,124707
103,4,3,2016,202214
52,1,8,2020,102625
105,4,4,2010,237222
92,3,9,1981,153602
101,4,1,1981,168503
51,2,2,1995,90469
52,2,10,1955,141925
107,4,5,1960,265872
52,1,9,1961,104083
91,3,6,1982,211507
104,5,6,1971,288887
85,3,6,1959,234500
60,3,3,2009,138974
75,3,10,2007,172315
98,3,7,1959,249041
110,4,7,2013,229585
74,3,2,1997,129520
57,2,2,1991,110041
105,5,8,1974,288579
104,4,6,1959,263825
50,1,2,1989,95572
110,4,7,1988,210239
86,4,9,2021,204702
112,5,4,2012,239376
119,5,8,2003,254389
99,4,4,1969,207581
59,2,5,1975,109087
119,4,2,2010,268762
85,4,8,2001,198486
71,2,7,1991,116412
65,2,1,1960,146376
66,3,5,2009,141357
105,5,1,2003,234397
108,4,1,1974,174636
76,3,7,2015,125451
90,3,4,1983,205913
65,2,4,1976,125813
87,3,1,1983,165158
87,3,8,1973,196315
67,3,2,1978,111735
115,4,1,1984,262118
59,2,8,2021,115608
100,4,7,1964,295108
112,5,7,1968,263807
105,4,7,1993,230289
93,4,9,2000,235279
60,2,10,1962,144893
82,4,7,1952,290178
88,3,4,1981,200532
83,4,10,2012,196924
92,3,9,1980,198967
59,1,2,1971,94185
86,3,4,2001,182647
109,5,7,1950,392539
82,3,7,1950,264642
55,2,10,1976,95363
56,2,10,2001,83701
75,2,1,2005,122213
102,5,5,2002,188899
114,4,9,1988,242095
70,3,8,1990,149671
79,2,2,1978,164903
108,5,9,1977,278699
95,3,10,1951,234696
52,1,3,1953,99944
87,4,1,2003,172992
71,2,5,1983,131099
79,2,6,2011,146526
113,4,8,2016,258181
68,2,8,1951,165669
98,3,6,1964,216769
78,2,10,1990,141763
74,3,5,1950,234751
76,3,7,2012,127843
117,5,1,2020,233882
60,2,3,1986,100749
115,4,8,1956,372112
105,5,5,2019,265347
105,5,7,2011,268608
63,3,8,1952,171091
101,4,8,1985,177589
99,4,10,2006,236028
66,3,5,1974,151168
84,4,9,2002,177511
68,3,1,1994,103157
107,4,3,1977,207869
85,3,10,2001,194138
77,3,5,2017,135780
71,2,1,1977,140024
76,2,1,1980,128103
94,4,5,1974,244925
70,2,10,2018,138650
105,5,3,1955,382069
110,5,8,1958,405052
118,4,10,2018,233047
92,4,1,1996,145285
